"[word, tag]",Counts
"['deserved', 'VBN']",1
"['MATERIAL', 'NNP']",1
"['FOLLOWS', 'NNP']",1
"['-RRB-', 'After']",1
"['addressing', 'VBG']",1
"['Lynks', 'NNP']",1
"['Seeds', 'NNP']",1
"['surrounded', 'VBN']",1
"['bags', 'NNS']",1
"['seed', 'NN']",1
"['corn', 'NN']",1
"['push', 'VB']",1
"['farm', 'NN']",1
"['eagerly', 'RB']",1
"['sought', 'VBN']",1
"['caucuses', 'NNS']",1
"['<s>', 'Appleton']",1
"['Appleton', 'NNP']",1
"['hero', 'NN']",1
"['4.46', 'CD']",1
"['<s>', 'Like']",1
"['Like', 'IN']",1
"['midst', 'NN']",1
"['substantial', 'JJ']",1
"['estimates', 'VBZ']",1
"['chip-making', 'JJ']",1
"['Salt', 'NNP']",1
"['<s>', 'One']",1
"['unionized', 'JJ']",1
"['chicken', 'NN']",1
"['minivan', 'JJ']",1
"['240,000', 'CD']",1
"['Krakow', 'NNP']",1
"['34', 'CD']",1
"['Poznan', 'NNP']",1
"['west', 'JJS']",1
"['Polish', 'JJ']",1
"['media', 'NNS']",1
"['145', 'CD']",1
"['modernize', 'VB']",1
"['enhance', 'VB']",1
"['Parsons', 'NNS']",1
"['<s>', 'B.A.T']",1
"['B.A.T', 'NNP']",1
"['Industries', 'NNPS']",1
"['55', 'CD']",1
"['stake', 'NN']",1
"['Augustow', 'NNP']",1
"['88', 'CD']",1
"['pledged', 'VBN']",1
"['big-ticket', 'JJ']",1
"['appliances', 'NNS']",1
"['incoming', 'JJ']",1
"['<s>', 'Chefs']",1
"['Chefs', 'NNS']",1
"['smitten', 'VBN']",1
"['pungency', 'NN']",1
"['citric', 'JJ']",1
"['aroma', 'NN']",1
"['grass', 'NN']",1
"['everything', 'NN']",1
"['soup', 'NN']",1
"['sorbet', 'VB']",1
"['nonculinary', 'JJ']",1
"['uses', 'NNS']",1
"['fragrances', 'NNS']",1
"['lotions', 'NNS']",1
"['like', 'JJ']",1
"['laid', 'VBD']",1
"['536-person', 'JJ']",1
"['Next', 'NNP']",1
"['focus', 'VB']",1
"['revolutionary', 'JJ']",1
"['simplified', 'VBD']",1
"['creation', 'NN']",1
"['election', 'NN']",1
"['Marshalltown', 'NNP']",1
"['nine', 'CD']",1
"['Raytheon', 'NNP']",1
"['Lowell', 'NNP']",1
"['Marlborough', 'NNP']",1
"['Northborough', 'NNP']",1
"['Quincy', 'NNP']",1
"['Tewksbury', 'NNP']",1
"['Weymouth', 'NNP']",1
"['chemists', 'NNS']",1
"['engineers', 'NNS']",1
"['synthetic', 'NN']",1
"['Johannesburg', 'NNP']",1
"['computer-chip', 'JJ']",1
"['<s>', 'Price']",1
"['Price', 'NNP']",1
"['Pfister', 'NNP']",1
"['1,400', 'CD']",1
"['Pacoima', 'NN']",1
"['suit', 'NN']",1
"['defendants', 'NNS']",1
"['settled', 'VBD']",1
"['2.7', 'CD']",1
"['``', 'Over']",1
"['Over', 'IN']",1
"['dramatically', 'RB']",1
"['reduced', 'VBN']",1
"['lead', 'NN']",1
"['significant', 'JJ']",1
"['state-of-the-art', 'JJ']",1
"[""''"", 'Michael']",1
"['Michael', 'NNP']",1
"['Hoopis', 'NNP']",1
"['Foster', 'NNP']",1
"['Wheeler', 'NNP']",1
"['won', 'VBN']",1
"['<s>', 'Antonio']",1
"['Antonio', 'NNP']",1
"['Garcia', 'NNP']",1
"['handling', 'VBG']",1
"['Bataan', 'NNP']",1
"['west', 'NN']",1
"['metric', 'JJ']",1
"['establishing', 'VBG']",1
"['integrated', 'VBN']",1
"['<s>', 'Petrochemical']",1
"['Petrochemical', 'NNP']",1
"['Asia-Pacific', 'NNP']",1
"['-LRB-', 'Petrocorp']",1
"['Petrocorp', 'NNP']",1
"['-RRB-', 'a']",1
"['ton', 'NN']",1
"['polypropylene', 'NN']",1
"['yuan', 'NN']",1
"['250,000-ton', 'JJ']",1
"['caustic', 'JJ']",1
"['soda', 'NN']",1
"['transferred', 'VBN']",1
"['works', 'NNS']",1
"['300,000-ton', 'JJ']",1
"['PVC', 'NN']",1
"['Xu', 'NNP']",1
"['replacement', 'NN']",1
"['requires', 'VBZ']",1
"['refueling', 'NN']",1
"['Fuel', 'NNP']",1
"['Bremen', 'NNP']",1
"['Beit', 'NNP']",1
"['Shemesh', 'NNP']",1
"['<s>', 'Federal']",1
"['Federal', 'NNP']",1
"['released', 'VBD']",1
"['earlier', 'RBR']",1
"['mines', 'NNS']",1
"['0.1', 'CD']",1
"['ratio', 'NN']",1
"['82.8', 'CD']",1
"['83.0', 'CD']",1
"['WordPerfect', 'NNP']",1
"['Orem', 'NNP']",1
"['estimate', 'VBP']",1
"['worth', 'JJ']",1
"['185', 'CD']",1
"['turn', 'NN']",1
"['spawned', 'VBN']",1
"['sinister', 'NN']",1
"['mutant', 'JJ']",1
"['strain', 'NN']",1
"['animal', 'NN']",1
"['tens', 'NNS']",1
"['thousands', 'NNS']",1
"['rats', 'NNS']",1
"['larger', 'JJR']",1
"['resilient', 'JJ']",1
"['formidable', 'JJ']",1
"['counterparts', 'NNS']",1
"['Rome', 'NNP']",1
"['Naples', 'NNP']",1
"['mosquitoes', 'NNS']",1
"['groups', 'NNS']",1
"['hell', 'NN']",1
"['putrid', 'VBD']",1
"['clumps', 'NNS']",1
"['periodically', 'RB']",1
"['stultify', 'VB']",1
"['damp', 'JJ']",1
"['fetid', 'JJ']",1
"['<s>', 'Any']",1
"['Any', 'DT']",1
"['kind', 'RB']",1
"['friend', 'NN']",1
"['occur', 'VBP']",1
"['firings', 'NNS']",1
"['<s>', 'IAI']",1
"['IAI', 'NNP']",1
"['Bedek', 'NNP']",1
"['conversion', 'NN']",1
"['kit', 'NN']",1
"['Chile', 'NNP']",1
"['Empresa', 'NNP']",1
"['Nacional', 'NNP']",1
"['de', 'IN']",1
"['Aeronautica', 'NNP']",1
"['state-owned', 'JJ']",1
"['aerospace', 'NN']",1
"['Santiago', 'NNP']",1
"['directed', 'VBD']",1
"['developing', 'VBG']",1
"['cells', 'NNS']",1
"['technical', 'JJ']",1
"['exchanges', 'NNS']",1
"['planned', 'JJ']",1
"['decommissioning', 'NN']",1
"['Chernobyl', 'NNP']",1
"['Ukraine', 'NNP']",1
"['explosion', 'NN']",1
"['<s>', 'Hsinchu']",1
"['Hsinchu', 'NNP']",1
"['Instruments-Acer', 'NNP']",1
"['<s>', 'TI-Acer']",1
"['TI-Acer', 'NNP']",1
"['Science-based', 'JJ']",1
"['one', 'NN']",1
"['produce', 'VBP']",1
"['64-megabit', 'JJ']",1
"['dynamic', 'JJ']",1
"['random', 'JJ']",1
"['access', 'NN']",1
"['Pao', 'NNP']",1
"['<s>', 'Capacity']",1
"['Capacity', 'NN']",1
"['50,000', 'CD']",1
"['eight-inch', 'JJ']",1
"['Alsons', 'NNPS']",1
"['Cement', 'NNP']",1
"['Tomen', 'NNP']",1
"['<s>', 'Including']",1
"['Including', 'VBG']",1
"['plus', 'CC']",1
"['jetties', 'NNS']",1
"['terminals', 'NNS']",1
"['Alsons', 'NNS']",1
"['totaling', 'VBG']",1
"['286', 'CD']",1
"['meet', 'VB']",1
"['economy', 'NN']",1
"['booms', 'NNS']",1
"['<s>', 'Tomen']",1
"['Onoda', 'NNP']",1
"['Engineering', 'NNP']",1
"['Construction', 'NNP']",1
"['handle', 'VB']",1
"['lifetimes', 'NNS']",1
"['island', 'NN']",1
"['Mindanao', 'NNP']",1
"['financed', 'VBN']",1
"['100-megawatt', 'JJ']",1
"['supplying', 'VBG']",1
"['National', 'NNP']",1
"['teaming', 'VBG']",1
"['Swiss-based', 'JJ']",1
"['Holderbank', 'NNP']",1
"['Hanoi', 'NNP']",1
"['<s>', 'South']",1
"['squabbling', 'VBG']",1
"['upper', 'JJ']",1
"['argument', 'NN']",1
"['-LSB-', 'Texas']",1
"['newest', 'JJS']",1
"['TI-Acer', 'NN']",1
"['lead', 'VB']",1
"['equipments', 'VBZ']",1
"['Glance', 'NN']",1
"['Dakota', 'NNP']",1
"['Class', 'NN']",1
"['Small', 'JJ']",1
"['Manufacturer', 'NNP']",1
"['Warren', 'NNP']",1
"['Engine', 'NNP']",1
"['2.5-liter', 'CD']",1
"['cylinders', 'NNS']",1
"['Wheelbase', 'NNP']",1
"['111.9', 'CD']",1
"['Overall', 'JJ']",1
"['Length', 'NNP']",1
"['189', 'CD']",1
"['Price', 'NN']",1
"['12,450', 'CD']",1
"['$', '15,712']",1
"['15,712', 'CD']",1
"['options', 'NNS']",1
"['-RRB-', 'New']",1
"['More', 'JJR']",1
"['engine', 'NN']",1
"['colors', 'NNS']",1
"['catalogs', 'NNS']",1
"['attractive', 'JJ']",1
"['offer', 'VBP']",1
"['varieties', 'NNS']",1
"['specialization', 'NN']",1
"['-LRB-', 'Owner']",1
"['expert', 'NN']",1
"['Daniel', 'NNP']",1
"['Hinkley', 'NNP']",1
"['speak', 'VB']",1
"['Tower', 'NNP']",1
"['Botanic', 'NNP']",1
"['Boylston', 'NNP']",1
"['640', 'CD']",1
"['Kingston', 'NNP']",1
"['Pickering', 'NNP']",1
"['L1V', 'NNP']",1
"['1A6', 'NNP']",1
"['-LRB-', '905']",1
"['905', 'CD']",1
"['-RRB-', '839-2111']",1
"['839-2111', 'CD']",1
"['catalog', 'NN']",1
"['$', '4']",1
"['-RRB-', 'has']",1
"['900', 'CD']",1
"['rose', 'NN']",1
"['photos', 'NNS']",1
"['<s>', 'Bulbs']",1
"['Bulbs', 'NNS']",1
"['seeds', 'NNS']",1
"['store', 'VBP']",1
"['embryos', 'NNS']",1
"['easy-to-ship', 'NN']",1
"['<s>', 'Seductive']",1
"['Seductive', 'JJ']",1
"['your', 'PRP$']",1
"['distrust', 'VB']",1
"['drawings', 'NNS']",1
"['transferred', 'VBD']",1
"['Georgetown', 'NNP']",1
"['Kentucky', 'NNP']",1
"['<s>', 'Kentucky']",1
"['gave', 'VBD']",1
"['147', 'CD']",1
"['Camrys', 'NNP']",1
"['Avalons', 'NNP']",1
"['post-partum', 'JJ']",1
"['blues', 'NNS']",1
"['LX', 'NNP']",1
"['450', 'CD']",1
"['powered', 'VBN']",1
"['Cruiser', 'NNP']",1
"['six-cylinder', 'JJ']",1
"['4.5-liter', 'JJ']",1
"['delivers', 'VBZ']",1
"['212', 'CD']",1
"['horsepower', 'NN']",1
"['gets', 'VBZ']",1
"['dismal', 'JJ']",1
"['mileage', 'NN']",1
"['<s>', 'DAYTON']",1
"['DAYTON', 'NNP']",1
"['visiting', 'VBG']",1
"['EG&G', 'NNP']",1
"['Mound', 'NNP']",1
"['plutonium-fueled', 'JJ']",1
"['generator', 'NN']",1
"['daylong', 'JJ']",1
"['Mayak', 'NNP']",1
"['radioisotope', 'NN']",1
"['inspected', 'VBD']",1
"['yard-high', 'JJ']",1
"['device', 'NN']",1
"['thermoelectric', 'JJ']",1
"['So', 'IN']",1
"['acquired', 'VBN']",1
"['19.8', 'CD']",1
"['Pu-238', 'NN']",1
"['phasing', 'VBG']",1
"['Miamisburg', 'NNP']",1
"['space-related', 'JJ']",1
"['<s>', 'Yizheng']",1
"['Yizheng', 'NNP']",1
"['adopted', 'VBD']",1
"['techniques', 'NNS']",1
"['introduced', 'VBD']",1
"['modern', 'JJ']",1
"['Luo', 'NNP']",1
"['Texas-area', 'NNP']",1
"['mid-January', 'NN']",1
"['occurred', 'VBD']",1
"['two-week', 'JJ']",1
"['Thunderbirds', 'NNS']",1
"['Cougars', 'NNPS']",1
"['<s>', 'Production']",1
"['Production', 'NN']",1
"['resumed', 'VBD']",1
"['mid-January', 'NNP']",1
"['<s>', '~']",1
"['~', '``']",1
"['``', 'In']",1
"['January', 'NNP']",1
"['High', 'NNP']",1
"['Kao', 'NNP']",1
"['resin-manufacturing', 'JJ']",1
"['cost-cutting', 'JJ']",1
"['frame-making', 'NN']",1
"['<s>', 'Southfield-based']",1
"['Southfield-based', 'JJ']",1
"['Federal-Mogul', 'NNP']",1
"['Hills-based', 'NNP']",1
"['Exide', 'NNP']",1
"['CDI', 'NNP']",1
"['121-worker', 'JJ']",1
"['Troy', 'NNP']",1
"['``', 'Indiana']",1
"['well-positioned', 'JJ']",1
"['benefit', 'VB']",1
"['shifting', 'VBG']",1
"[""''"", 'such']",1
"['proposed', 'JJ']",1
"['<s>', 'General']",1
"['<s>', 'Saint-Gobain']",1
"['Saint-Gobain', 'NNP']",1
"['Desjonqueres', 'NNP']",1
"['perfume-bottle', 'NN']",1
"['Covington', 'NNP']",1
"['<s>', 'Eveready']",1
"['Eveready', 'NNP']",1
"['Gainesville', 'NNP']",1
"['providing', 'VBG']",1
"['dozens', 'NNS']",1
"['Dynamics', 'NNPS']",1
"['1,500', 'CD']",1
"['Boat', 'NNP']",1
"['Groton', 'NNP']",1
"['effort', 'NN']",1
"['3,200', 'CD']",1
"['ADD', 'NNP']",1
"['property', 'NN']",1
"['suits', 'NNS']",1
"['opponents', 'NNS']",1
"['object', 'VBP']",1
"['provisions', 'NNS']",1
"['curtail', 'VB']",1
"['aid', 'NN']",1
"['communist', 'JJ']",1
"['countries', 'NNS']",1
"['assist', 'VBP']",1
"['Cuba', 'NNP']",1
"['Juragua', 'NNP']",1
"['-LRB-', 'CQ']",1
"['CQ', 'NNP']",1
"['-RRB-', '</s>']",1
"['-LRB-', 'Call']",1
"['Call', 'VB']",1
"['800-829-5116', 'CD']",1
"['subscribe', 'VB']",1
"['-RRB-', 'Plenty']",1
"['Plenty', 'NN']",1
"['complain', 'VBP']",1
"['cats', 'NNS']",1
"['pots', 'NNS']",1
"['litter', 'NN']",1
"['boxes', 'NNS']",1
"['surplus', 'NN']",1
"['left', 'VBD']",1
"['<s>', 'Shares']",1
"['Shares', 'NNS']",1
"['Vitro', 'NNP']",1
"['3.4', 'CD']",1
"['15.16', 'CD']",1
"['Anchor', 'NNP']",1
"['Glass', 'NNP']",1
"['Container', 'NNP']",1
"['<s>', 'Vitro']",1
"['Ing', 'NNP']",1
"['Loro', 'NNP']",1
"['Piana', 'NNP']",1
"['C', 'NNP']",1
"['SpA', 'NNP']",1
"['Sergio', 'NNP']",1
"['leads', 'VBZ']",1
"['computer-controlled', 'JJ']",1
"['spin', 'VB']",1
"['cashmere', 'JJ']",1
"['yarns', 'NNS']",1
"['dizzying', 'JJ']",1
"['speeds', 'NNS']",1
"['textile', 'NN']",1
"['barons', 'NNS']",1
"['brother', 'NN']",1
"['Pier', 'NNP']",1
"['Luigi', 'NNP']",1
"['162', 'CD']",1
"['million-a-year', 'JJ']",1
"['forebear', 'NN']",1
"['founded', 'VBN']",1
"['1924', 'CD']",1
"['invite', 'VB']",1
"['all', 'RB']",1
"['inspect', 'VB']",1
"['inaugurated', 'VBN']",1
"['schedule', 'NN']",1
"['three-day', 'JJ']",1
"['floor', 'NN']",1
"['vital', 'JJ']",1
"['awaiting', 'VBG']",1
"['passage', 'NN']",1
"['picking', 'VBG']",1
"['reporters', 'NNS']",1
"['round-table', 'JJ']",1
"['discussion', 'NN']",1
"['Sanders', 'NNP']",1
"['Lockheed', 'NNP']",1
"['read', 'VB']",1
"['afternoon', 'NN']",1
"['``', 'No']",1
"['constant', 'JJ']",1
"['thrill', 'NN']",1
"['mine', 'PRP']",1
"['Amelio', 'NNP']",1
"['returned', 'VBD']",1
"['assembled', 'VBD']",1
"['modems', 'NNS']",1
"['<s>', 'CELIC']",1
"['CELIC', 'NNP']",1
"['Bosnia-Herzegovina', 'NNP']",1
"['Sulejman', 'NNP']",1
"['Sadic', 'NNP']",1
"['jams', 'NNS']",1
"['jellies', 'NNS']",1
"['Fructal', 'NNP']",1
"['Frigos', 'NNP']",1
"['rubble', 'NN']",1
"['drifts', 'NNS']",1
"['snow', 'NN']",1
"['entered', 'VBN']",1
"['holes', 'NNS']",1
"['torn', 'VBN']",1
"['roof', 'NN']",1
"['artillery', 'NN']",1
"['shells', 'NNS']",1
"['labels', 'NNS']",1
"['Sour', 'NNP']",1
"['Cherry', 'NNP']",1
"['Preserve', 'NNP']",1
"['destined', 'VBD']",1
"['Adriatic', 'JJ']",1
"['Imports', 'NNS']",1
"['Maspeth', 'NNP']",1
"['hill', 'NN']",1
"['war', 'NN']",1
"[""''"", 'an']",1
"['electrician', 'NN']",1
"['Bosnian', 'NNP']",1
"['Serb', 'NNP']",1
"['gunners', 'NNS']",1
"['snipers', 'NNS']",1
"['hundred', 'CD']",1
"['yards', 'NNS']",1
"['refrigeration', 'NN']",1
"['needed', 'VBN']",1
"['freeze', 'VB']",1
"['men', 'NNS']",1
"['destruction', 'NN']",1
"['testimony', 'NN']",1
"['faith', 'NN']",1
"['reopen', 'VB']",1
"['Kevin', 'NNP']",1
"['Mannion', 'NNP']",1
"['adviser', 'NN']",1
"['Bank', 'NNP']",1
"['reconstruction', 'NN']",1
"['<s>', 'Before']",1
"['Before', 'IN']",1
"['Yugoslavia', 'NNP']",1
"['split', 'VBD']",1
"['integrated', 'JJ']",1
"['fruits', 'NNS']",1
"['Serbia', 'NNP']",1
"['Macedonia', 'NNP']",1
"['Slovenia', 'NNP']",1
"['<s>', 'Considering']",1
"['Considering', 'VBG']",1
"['devastation', 'NN']",1
"['Celic', 'NNP']",1
"['optimism', 'NN']",1
"['astonishing', 'JJ']",1
"['1957', 'CD']",1
"['McIntire', 'NNP']",1
"['studying', 'VBG']",1
"['James', 'NNP']",1
"['Va.', 'NNP']",1
"['munitions', 'NNS']",1
"['Army', 'NNP']",1
"['Forces', 'NNPS']",1
"['initiated', 'VBD']",1
"['<s>', 'How']",1
"['How', 'WRB']",1
"['noses', 'NNS']",1
"['Special', 'JJ']",1
"['Forces', 'NNS']",1
"['understand', 'VB']",1
"['sends', 'VBZ']",1
"['suckers', 'NNS']",1
"['true', 'JJ']",1
"['nature', 'NN']",1
"['reveals', 'VBZ']",1
"['pure', 'JJ']",1
"['thornless', 'JJ']",1
"['shoots', 'NNS']",1
"['McPheeters', 'NNP']",1
"['specialist', 'NN']",1
"['<s>', 'Skirvin']",1
"['Skirvin', 'NNP']",1
"['patent', 'NN']",1
"['9,407', 'CD']",1
"['assigned', 'VBN']",1
"['Corporation', 'NNP']",1
"['licensed', 'VBN']",1
"['Sakuma', 'NNP']",1
"['Brothers', 'NNP']",1
"['Farms', 'NNS']",1
"['<s>', 'Finnegan']",1
"['Finnegan', 'NNP']",1
"['chief', 'NN']",1
"['eliminates', 'VBZ']",1
"['need', 'NN']",1
"['filtration', 'NN']",1
"['shift', 'VB']",1
"['Suzuka', 'NNP']",1
"['CR-V', 'NNP']",1
"['F-MX', 'NN']",1
"['S-MX', 'NNP']",1
"['Matsumoto', 'NNP']",1
"['<s>', 'Yachiyo']",1
"['Yachiyo', 'NNP']",1
"['Acty', 'NNP']",1
"['minitruck', 'NN']",1
"['Yokkaichi', 'NNP']",1
"['mid-1980s', 'NNS']",1
"['locked', 'VBN']",1
"['horns', 'NNS']",1
"['question', 'NN']",1
"['hosts', 'VBZ']",1
"['set', 'VB']",1
"['inter-Korean', 'JJ']",1
"['Nampo', 'NNP']",1
"['Pyongyang', 'NNP']",1
"['<s>', 'Banpu']",1
"['Banpu', 'NNP']",1
"['coal', 'NN']",1
"['miner', 'NN']",1
"['surged', 'VBD']",1
"['baht', 'NN']",1
"['688', 'CD']",1
"['winning', 'VBG']",1
"['right', 'NN']",1
"['<s>', 'Metallgesellschaft']",1
"['Metallgesellschaft', 'NNP']",1
"['services', 'NNS']",1
"['28.3', 'CD']",1
"['marks', 'NNS']",1
"['Lurgi', 'NNP']",1
"['113.3', 'CD']",1
"['11.9', 'CD']",1
"['mark', 'NN']",1
"['Lentjes', 'NNP']",1
"['27.8', 'CD']",1
"['force', 'NN']",1
"['<s>', 'Werner']",1
"['Werner', 'NNP']",1
"['Saemann', 'NNP']",1
"['BMW-Austria-Group', 'NN']",1
"['Motoren', 'NNP']",1
"['BMW-Austria', 'NNP']",1
"['Steyr', 'NN']",1
"['``', 'very']",1
"['cards', 'NNS']",1
"[""''"", 'in']",1
"['competition', 'NN']",1
"['<s>', 'Saemann']",1
"['``', 'false']",1
"['false', 'JJ']",1
"['rivets', 'VBZ']",1
"['pans', 'NNS']",1
"['grandfathers', 'NNS']",1
"['all-white', 'JJ']",1
"['aluminum', 'NN']",1
"['comfortable', 'JJ']",1
"['walking', 'NN']",1
"['racial', 'JJ']",1
"['divide', 'NN']",1
"['<s>', 'Additional']",1
"['Additional', 'JJ']",1
"['TVs', 'NNS']",1
"['met', 'VBN']",1
"['Vienna', 'NNP']",1
"['Kalicz', 'NNP']",1
"['spite', 'NN']",1
"['importance', 'NN']",1
"['knowing', 'VBG']",1
"['pathogens', 'NNS']",1
"['reproduce', 'VB']",1
"['harmful', 'JJ']",1
"['fungi', 'NNS']",1
"['protozoans', 'NNS']",1
"['Fever', 'NNP']",1
"['fungus', 'NNP']",1
"['simply', 'RB']",1
"['assumed', 'VBN']",1
"['asexual', 'JJ']",1
"['observed', 'VBN']",1
"['reproducing', 'VBG']",1
"['sexually', 'RB']",1
"['analyses', 'NNS']",1
"['pointed', 'VBD']",1
"['Dr.', 'NNP']",1
"['Milgroom', 'NNP']",1
"['pathologist', 'NN']",1
"['Cornell', 'NNP']",1
"['crucial', 'JJ']",1
"['mistake', 'NN']",1
"['starts', 'VBZ']",1
"['wild', 'JJ']",1
"['potato', 'NN']",1
"['sustenance', 'NN']",1
"['stay', 'NN']",1
"['<s>', 'Congress']",1
"['decreed', 'VBN']",1
"['demise', 'NN']",1
"['Bureau', 'NNP']",1
"['Mines', 'NNP']",1
"['ordered', 'VBN']",1
"['helium', 'NN']",1
"['separation', 'NN']",1
"['<s>', 'Even']",1
"['Even', 'RB']",1
"['defenders', 'NNS']",1
"['stockpile', 'NN']",1
"['Exell', 'NNP']",1
"['Cliffside', 'NNP']",1
"['Dome', 'NNP']",1
"['outdated', 'VBN']",1
"['inefficient', 'JJ']",1
"['expensive', 'JJ']",1
"['holds', 'VBZ']",1
"['unfair', 'JJ']",1
"['<s>', 'Fermilab']",1
"['Fermilab', 'NNP']",1
"['liquid-helium', 'NN']",1
"['17-mile', 'JJ']",1
"['ring', 'NN']",1
"['superconducting', 'VBG']",1
"['Laboratory', 'NN']",1
"['Particle', 'NNP']",1
"['Physics', 'NNP']",1
"['Large', 'JJ']",1
"['Hadron', 'NNP']",1
"['Collider', 'NNP']",1
"['Geneva', 'NNP']",1
"['value', 'NN']",1
"['Gradiente', 'NNP']",1
"['Eugenio', 'NNP']",1
"['Staub', 'NNP']",1
"['extension', 'NN']",1
"['wireless', 'JJ']",1
"['handsets', 'NNS']",1
"['duty-free', 'JJ']",1
"['Manaus', 'NNP']",1
"['``', 'Ben']",1
"['Ben', 'NNP']",1
"['promises', 'NNS']",1
"['Soul', 'NNP']",1
"['Clark', 'NNP']",1
"['accuses', 'VBZ']",1
"['co-founder', 'NNP']",1
"['Greenfield', 'NNP']",1
"['inflating', 'VBG']",1
"['misleading', 'VBG']",1
"['prospects', 'NNS']",1
"['Albans', 'NNP']",1
"['abandoned', 'VBD']",1
"['``', 'state-of-the-art']",1
"[""''"", 'plant']",1
"['4.1', 'CD']",1
"['writedown', 'NN']",1
"['scrapped', 'VBN']",1
"['code', 'NN']",1
"['deliberately', 'RB']",1
"['falsify', 'VB']",1
"['<s>', 'Bill']",1
"['Bill', 'NNP']",1
"['Linnell', 'NNP']",1
"['``', 'a']",1
"['honest', 'JJ']",1
"['required', 'VBN']",1
"['break', 'NN']",1
"['drained', 'VBD']",1
"['cooling', 'NN']",1
"['meltdown', 'NN']",1
"['worst', 'JJS']",1
"['<s>', 'Murphy']",1
"['Murphy', 'NNP']",1
"['accuracy', 'NN']",1
"['RELAP5YA', 'NNP']",1
"['<s>', 'Linnell']",1
"['switch', 'NN']",1
"['virtual', 'JJ']",1
"['admission', 'NN']",1
"['error', 'NN']",1
"['Whittier', 'NNP']",1
"['``', 'apologize']",1
"['apologize', 'VB']",1
"['WMC', 'NNP']",1
"['St', 'NNP']",1
"['Ives', 'NNPS']",1
"['Kalgoorlie', 'NNP']",1
"['declined', 'VBD']",1
"['63,975', 'CD']",1
"['36', 'CD']",1
"['35,620', 'CD']",1
"['grinding', 'NN']",1
"['eight', 'CD']",1
"['repairs', 'NNS']",1
"['cracking', 'NN']",1
"['107,000', 'CD']",1
"['once', 'IN']",1
"['reaches', 'VBZ']",1
"['Elbit', 'NN']",1
"['donated', 'VBN']",1
"['seedlings', 'NNS']",1
"['<s>', 'Recently']",1
"['Recently', 'RB']",1
"['left', 'VBN']",1
"['summers', 'NNS']",1
"['pilgrimage', 'NN']",1
"['Spring', 'NNP']",1
"['Tenn', 'NNP']",1
"['visitors', 'NNS']",1
"['indication', 'NN']",1
"['<s>', 'Best']",1
"['Best', 'NNP']",1
"['calls', 'VBZ']",1
"[""''"", 'which']",1
"['begins', 'VBZ']",1
"['everyone', 'NN']",1
"['``', 'team']",1
"['member', 'NN']",1
"['ads', 'NNS']",1
"['stable', 'JJ']",1
"['sedate', 'VB']",1
"['feature', 'VB']",1
"['actual', 'JJ']",1
"['Saturn', 'NN']",1
"['anger', 'NN']",1
"['500-million-mark', 'JJ']",1
"['80,000', 'CD']",1
"['Herman', 'NNP']",1
"['Opel', 'NNP']",1
"['Pneumatic', 'NNP']",1
"['tool', 'NN']",1
"['luggage', 'NN']",1
"['Jacksonville', 'NNP']",1
"['Florida', 'NNP']",1
"['though', 'RB']",1
"['Financial', 'NNP']",1
"['Officer', 'NNP']",1
"['Sandler', 'NNP']",1
"['<s>', 'Samsonite']",1
"['Samsonite', 'NNP']",1
"['hardside', 'NN']",1
"['Denver', 'NNP']",1
"['Hewlett-Packard', 'NNP']",1
"['product-design', 'JJ']",1
"['consultants', 'NNS']",1
"['Space', 'NNP']",1
"['young', 'JJ']",1
"['architectural', 'JJ']",1
"['humanize', 'VB']",1
"['adding', 'VBG']",1
"['paintings', 'NNS']",1
"['collages', 'NNS']",1
"['artists', 'NNS']",1
"['absorbing', 'VBG']",1
"['added', 'JJ']",1
"[""''"", 'Sandler']",1
"['cut-and-sew', 'JJ']",1
"['Tucson', 'NNP']",1
"['conjunction', 'NN']",1
"['Nogales', 'NNP']",1
"['softsided', 'JJ']",1
"['``', 'Although']",1
"['promoting', 'VBG']",1
"['tourism', 'NN']",1
"['seen', 'VBN']",1
"['start', 'VBP']",1
"['think', 'VB']",1
"[""''"", 'Putnam']",1
"['Putnam', 'NNP']",1
"['commission', 'NN']",1
"['cases', 'NNS']",1
"['fired', 'VBN']",1
"['organizers', 'NNS']",1
"['Honeywell', 'NNP']",1
"['Chihuahua', 'NNP']",1
"['accepted', 'VBN']",1
"['broken', 'VBN']",1
"['235', 'CD']",1
"['Sprint', 'NNP']",1
"['Francisco', 'NNP']",1
"['determined', 'VBD']",1
"['prevent', 'VB']",1
"['Dallas', 'NNP']",1
"['<s>', 'Nonetheless']",1
"['Nonetheless', 'RB']",1
"['receive', 'VB']",1
"['formerly', 'RB']",1
"['forefront', 'NN']",1
"['arsenal', 'NN']",1
"['excess', 'JJ']",1
"['holdings', 'NNS']",1
"['<s>', 'Energy']",1
"['weapon-grade', 'JJ']",1
"['flag', 'NN']",1
"['flying', 'VBG']",1
"['half-staff', 'NN']",1
"['fallen', 'JJ']",1
"['Zimmerman', 'NNP']",1
"['Seward', 'NNP']",1
"['meatpacking', 'JJ']",1
"['all-round', 'JJ']",1
"['man', 'NN']",1
"['Merlyn', 'NNP']",1
"['Eickman', 'NNP']",1
"['relieve', 'VB']",1
"['districts', 'NNS']",1
"['cheap', 'JJ']",1
"['cogeneration', 'NN']",1
"['Grumman', 'NNP']",1
"['<s>', 'Grumman']",1
"['needs', 'NNS']",1
"['reduced', 'JJ']",1
"['<s>', 'Fairfax']",1
